source_id,record_type,status,priority,provider,title,description,urls_canonical,urls_landing,urls_api,urls_download,urls_related,rights_basis,license_expression,commercial_use_allowed,derivatives_allowed,scan_redistribution_allowed,attribution_required,rights_evidence_text,rights_terms_url,rights_verification_status,rights_verified_at,scope_date_range,scope_languages,scope_document_types,scope_creator_names,scope_expected_handwriting,scope_estimated_scan_count,ingest_method,ingest_access_notes,ingest_agent_notes,ingest_blocked_reason,evidence_count
commons__rav_kook_letter_03,item,verified,seed,Wikimedia Commons,Letter from Rabbi A. I. Kook to High Commissioner Herbert Samuel (1923),"Single-page handwritten Hebrew letter by Rabbi Abraham Isaac Kook (d. 1935) addressed to British High Commissioner Herbert Samuel, dated 17 May 1923.",https://commons.wikimedia.org/wiki/File:Rav-kook-letter-03.jpg,,https://commons.wikimedia.org/w/api.php?action=query&titles=File:Rav-kook-letter-03.jpg&prop=imageinfo&iiprop=url%7Csize%7Cmime&format=json,https://upload.wikimedia.org/wikipedia/commons/a/ad/Rav-kook-letter-03.jpg,,public_domain,PDM-1.0,true,true,true,false,"The author died in 1935, so this work is in the public domain in its country of origin and other countries and areas where the copyright term is the author's life plus 80 years or fewer.",https://creativecommons.org/publicdomain/mark/1.0/,primary_page_checked,2026-05-09,1923,he,letter,Abraham Isaac Kook,yes,1,manual_download,Downloaded original Commons JPEG.,Pre-1929; included for author and document-type diversity.,,1
commons__rav_kook_shemitah_letter,item,rejected,seed,Wikimedia Commons,Rav Kook letter regarding Shemitah observance,High-resolution scan of a handwritten Hebrew letter by Rabbi Abraham Isaac Kook (d. 1935) on the topic of shemitah observance; date precision bounded by author's death year.,https://commons.wikimedia.org/wiki/File:Rav_Kook_Letter_Regarding_Shemitah_Observance.jpg,,https://commons.wikimedia.org/w/api.php?action=query&titles=File:Rav_Kook_Letter_Regarding_Shemitah_Observance.jpg&prop=imageinfo&iiprop=url%7Csize%7Cmime&format=json,https://upload.wikimedia.org/wikipedia/commons/0/0e/Rav_Kook_Letter_Regarding_Shemitah_Observance.jpg,,public_domain,PDM-1.0,true,true,true,false,"The author died in 1935, so this work is in the public domain in its country of origin and other countries and areas where the copyright term is the author's life plus 80 years or fewer.",https://creativecommons.org/publicdomain/mark/1.0/,primary_page_checked,2026-05-09,before 1935,he,letter,Abraham Isaac Kook,yes,1,manual_download,Downloaded original Commons JPEG.,High-resolution (3154x2480) — strong HTR candidate.,,2
commons__sefer_harazim_geniza,item,rejected,medium,Wikimedia Commons,"Sefer ha-Razim — Geniza-era Hebrew magical manuscript (NLI source PDF, page crops)","Page crops from a Geniza-era manuscript of Sefer ha-Razim ('Book of Mysteries'), a Hebrew magical/angelological text traditionally ascribed pseudonymously to angelic dictation. Source PDF distributed by the National Library of Israel; per-page crops on Commons.",https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_4_crop).jpg,https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_4_crop).jpg,,,https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_28_crop).jpg; https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_86_crop).jpg; https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_87_crop).jpg; https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_105_crop).jpg; https://commons.wikimedia.org/wiki/File:Sefer_HaRazim_(page_107_crop).jpg,public_domain,PDM-1.0,true,true,true,false,This work is in the public domain in its country of origin and other countries and areas where the copyright term is the author's life plus 70 years or fewer.,https://creativecommons.org/publicdomain/mark/1.0/,primary_page_checked,2026-05-11,10th-13th century,he,notebook,Anonymous Geniza-era scribe (work pseudepigraphically ascribed),yes,6,manual_download,"Downloaded the original file from upload.wikimedia.org with a descriptive User-Agent and ~2s spacing between requests, per the Commons etiquette in AGENTS.md.",License-template text on the Commons file page checked on 2026-05-11 and quoted verbatim in rights.evidence_text.,,2
commons__shabazi_tiklal_1676,item,rejected,high,Wikimedia Commons,"Shalom Shabazi Tiklal manuscript, 1676 autograph segment","Horizontal segment of a 1676 Yemenite Tiklal (prayer book), authored and written in Shalom Shabazi's autograph hand. Shabazi (1619–c. 1720) is the central figure of Yemenite Jewish poetry.",https://commons.wikimedia.org/wiki/File:ShabaziMS.jpg,https://commons.wikimedia.org/wiki/File:ShabaziMS.jpg,,,,public_domain,PDM-1.0,true,true,true,false,This work is in the public domain in its country of origin and other countries and areas where the copyright term is the author's life plus 100 years or fewer.,https://creativecommons.org/publicdomain/mark/1.0/,primary_page_checked,2026-05-11,1676,he,notebook,Shalom Shabazi,yes,1,manual_download,"Downloaded the original file from upload.wikimedia.org with a descriptive User-Agent and ~2s spacing between requests, per the Commons etiquette in AGENTS.md.",License-template text on the Commons file page checked on 2026-05-11 and quoted verbatim in rights.evidence_text.,,2
commons__tsherniak_postcard_1913,item,verified,high,Wikimedia Commons,"Postcard from Rabbi Tsherniak to Rabbi Tsirelson (Kishinev, 6 June 1913)","Front side of a handwritten Hebrew postcard from Rabbi Shalom Shakhna Tsherniak (d. 1937) to Rabbi Yehuda Leib Tsirelson, sent from Kishinev on 6 June 1913. Provides the postcard document type to the corpus.",https://commons.wikimedia.org/wiki/File:%D7%92%D7%9C%D7%95%D7%99%D7%AA_%D7%94%D7%A8%D7%91_%D7%A6%27%D7%A8%D7%A0%D7%99%D7%90%D7%A7_%D7%9C%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%9C%D7%99%D7%99%D7%91_%D7%A6%D7%99%D7%A8%D7%9C%D7%A1%D7%95%D7%9F_%D7%9E%D7%A7%D7%99%D7%A9%D7%99%D7%A0%D7%91%2C_6.6.1913%2C_%D7%A6%D7%93_%D7%90%27.jpg,,,https://upload.wikimedia.org/wikipedia/commons/b/ba/%D7%92%D7%9C%D7%95%D7%99%D7%AA_%D7%94%D7%A8%D7%91_%D7%A6%27%D7%A8%D7%A0%D7%99%D7%90%D7%A7_%D7%9C%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%9C%D7%99%D7%99%D7%91_%D7%A6%D7%99%D7%A8%D7%9C%D7%A1%D7%95%D7%9F_%D7%9E%D7%A7%D7%99%D7%A9%D7%99%D7%A0%D7%91%2C_6.6.1913%2C_%D7%A6%D7%93_%D7%90%27.jpg,https://commons.wikimedia.org/wiki/File:%D7%92%D7%9C%D7%95%D7%99%D7%AA_%D7%94%D7%A8%D7%91_%D7%A6%27%D7%A8%D7%A0%D7%99%D7%90%D7%A7_%D7%9C%D7%A8%D7%91_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%9C%D7%99%D7%99%D7%91_%D7%A6%D7%99%D7%A8%D7%9C%D7%A1%D7%95%D7%9F_%D7%9E%D7%A7%D7%99%D7%A9%D7%99%D7%A0%D7%91%2C_6.6.1913%2C_%D7%A6%D7%93_%D7%91%27.jpg,public_domain,LicenseRef-Public-Domain-Ukraine,true,true,true,false,"This file is a Ukrainian or Ukrainian SSR work and it is presently in the public domain in Ukraine, because it was published before January 1, 1956, and the creator (if known) died before that date.",,primary_page_checked,2026-05-09,1913,he,postcard,Shalom Shakhna Tsherniak,yes,2,manual_download,Downloaded original Commons JPEGs for both sides of the postcard (front and back).,Both faces ingested as p0001 (front) and p0002 (back).,,1
commons__volozhin_letter_shapira_1930,item,rejected,high,Wikimedia Commons,Volozhin Yeshiva fundraising letter from Yaakov Shapira (1930),"Two-sheet handwritten Hebrew fundraising letter from Yaakov Shapira (Volozhin rosh yeshiva, d. 1936), dated 1930. Source: NLI via Commons.",https://commons.wikimedia.org/wiki/File:Letter._Volozhin_yeshiva_(FL12306957).jpg,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/Letter._Volozhin_yeshiva_%28FL12306957%29.jpg,https://commons.wikimedia.org/wiki/File:Letter._Volozhin_yeshiva_(FL12306951).jpg,public_domain,PDM-1.0,true,true,true,false,This work is in the public domain in its country of origin and other countries and areas where the copyright term is the author's life plus 70 years or fewer. This file is in the public domain because it is a mere mechanical scan or photocopy of a public domain original.,https://creativecommons.org/publicdomain/mark/1.0/,primary_page_checked,2026-05-11,1930,he,letter,Yaʻakov Shapira,yes,2,manual_download,Downloaded both Commons JPEG sheets (FL12306957 and FL12306951).,"Diaspora rabbinical cursive, post-1929; PD-old-70 since author d. 1936.",,2
commons__weidenfeld_eruv_letter_1947,item,verified,seed,Wikimedia Commons,Rabbi Dov Berish Weidenfeld letter on Eruv to Rabbi Yona Shtenzel,"Handwritten Hebrew letter from Rabbi Dov Berish Weidenfeld (1881–1966) regarding Eruv on Shabbat eve, addressed to Rabbi Yona Shtenzel; second side, 1947-06-18.",https://commons.wikimedia.org/wiki/File:%D7%9E%D7%9B%D7%AA%D7%91_%D7%90%D7%95%D7%93%D7%95%D7%AA_%D7%A2%D7%99%D7%A8%D7%95%D7%91_%D7%91%D7%A2%D7%A8%D7%91_%D7%A9%D7%91%D7%AA_%D7%94%D7%A8%D7%91_%D7%93%D7%95%D7%91_%D7%91%D7%A2%D7%A8%D7%99%D7%A9_%D7%95%D7%99%D7%93%D7%A0%D7%A4%D7%9C%D7%93_%D7%9C%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A0%D7%94_%D7%A9%D7%98%D7%A0%D7%A6%D7%9C_%D7%A6%D7%93_%D7%A9%D7%A0%D7%99.pdf,,,https://upload.wikimedia.org/wikipedia/commons/3/35/%D7%9E%D7%9B%D7%AA%D7%91_%D7%90%D7%95%D7%93%D7%95%D7%AA_%D7%A2%D7%99%D7%A8%D7%95%D7%91_%D7%91%D7%A2%D7%A8%D7%91_%D7%A9%D7%91%D7%AA_%D7%94%D7%A8%D7%91_%D7%93%D7%95%D7%91_%D7%91%D7%A2%D7%A8%D7%99%D7%A9_%D7%95%D7%99%D7%93%D7%A0%D7%A4%D7%9C%D7%93_%D7%9C%D7%A8%D7%91%D7%99_%D7%99%D7%95%D7%A0%D7%94_%D7%A9%D7%98%D7%A0%D7%A6%D7%9C_%D7%A6%D7%93_%D7%A9%D7%A0%D7%99.pdf,,cc_by_sa,CC-BY-SA-3.0,true,true,true,true,Wikimedia Commons file page; license: CC BY-SA 3.0.,https://creativecommons.org/licenses/by-sa/3.0/,primary_page_checked,2026-05-23,1947,he,letter,Dov Berish Weidenfeld,yes,,api,Wikimedia Commons API download.,,,1
commons__weidenfeld_letter_shtenzel_1959,item,verified,seed,Wikimedia Commons,Rabbi Dov Berish Weidenfeld (Tchebiner Gaon) on the importance of daily halacha study,"Handwritten Hebrew letter from Rabbi Dov Berish Weidenfeld (הגאון מטשעבין, 1881–1966) on daily halacha study.",https://commons.wikimedia.org/wiki/File:%D7%94%D7%A8%D7%91_%D7%93%D7%91_%D7%91%D7%A8%D7%99%D7%A9_%D7%95%D7%99%D7%93%D7%A0%D7%A4%D7%9C%D7%93_%D7%A2%D7%9C_%D7%97%D7%A9%D7%99%D7%91%D7%95%D7%AA_%D7%9C%D7%99%D7%9E%D7%95%D7%93_%D7%94%D7%9C%D7%9B%D7%94_%D7%99%D7%95%D7%9E%D7%99%D7%AA_%D7%A9%D7%9C_%D7%94%D7%A8%D7%91_%D7%99%D7%95%D7%A0%D7%94_%D7%A9%D7%98%D7%A0%D7%A6%D7%9C_%D7%96%D7%A6%D7%9C.JPG,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/%D7%94%D7%A8%D7%91_%D7%93%D7%91_%D7%91%D7%A8%D7%99%D7%A9_%D7%95%D7%99%D7%93%D7%A0%D7%A4%D7%9C%D7%93_%D7%A2%D7%9C_%D7%97%D7%A9%D7%99%D7%91%D7%95%D7%AA_%D7%9C%D7%99%D7%9E%D7%95%D7%93_%D7%94%D7%9C%D7%9B%D7%94_%D7%99%D7%95%D7%9E%D7%99%D7%AA_%D7%A9%D7%9C_%D7%94%D7%A8%D7%91_%D7%99%D7%95%D7%A0%D7%94_%D7%A9%D7%98%D7%A0%D7%A6%D7%9C_%D7%96%D7%A6%D7%9C.JPG,,cc_by_sa,CC-BY-SA-3.0,true,true,true,true,Wikimedia Commons file page; license: CC BY-SA 3.0.,https://creativecommons.org/licenses/by-sa/3.0/,primary_page_checked,2026-05-23,1959,he,letter,Dov Berish Weidenfeld,yes,,api,Wikimedia Commons API download.,,,1
commons__wosner_halachic_ruling_1981,item,verified,seed,Wikimedia Commons,Handwritten halachic ruling by Rabbi Shmuel Halevi Wosner,"Handwritten Hebrew halachic ruling (פסק הלכתי) by Rabbi Shmuel Halevi Wosner (1913–2015), 1981-06-16.",https://commons.wikimedia.org/wiki/File:%D7%A4%D7%A1%D7%A7_%D7%94%D7%9C%D7%9B%D7%AA%D7%99_%D7%91%D7%9B%D7%AA%D7%91_%D7%99%D7%93%D7%95_%D7%A9%D7%9C_%D7%94%D7%A8%D7%91_%D7%95%D7%95%D7%90%D7%96%D7%A0%D7%A8.pdf,,,https://upload.wikimedia.org/wikipedia/commons/1/1c/%D7%A4%D7%A1%D7%A7_%D7%94%D7%9C%D7%9B%D7%AA%D7%99_%D7%91%D7%9B%D7%AA%D7%91_%D7%99%D7%93%D7%95_%D7%A9%D7%9C_%D7%94%D7%A8%D7%91_%D7%95%D7%95%D7%90%D7%96%D7%A0%D7%A8.pdf,,cc_by_sa,CC-BY-SA-3.0,true,true,true,true,Wikimedia Commons file page; license: CC BY-SA 3.0.,https://creativecommons.org/licenses/by-sa/3.0/,primary_page_checked,2026-05-23,1981,he,other,Shmuel Halevi Wosner,yes,,api,Wikimedia Commons API download.,,,1
commons__wosner_letter_halakhah_yomit_1986,item,verified,seed,Wikimedia Commons,Rabbi Shmuel Halevi Wosner on daily halacha study,Handwritten Hebrew letter from Rabbi Shmuel Halevi Wosner (1913–2015) on the importance of daily halacha study.,https://commons.wikimedia.org/wiki/File:%D7%94%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%9C%D7%95%D7%99_%D7%95%D7%95%D7%90%D7%96%D7%A0%D7%A8_%D7%A2%D7%9C_%D7%9C%D7%99%D7%9E%D7%95%D7%93_%D7%94%D7%9C%D7%9B%D7%94_%D7%99%D7%95%D7%9E%D7%99%D7%AA.JPG,,,https://upload.wikimedia.org/wikipedia/commons/5/56/%D7%94%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%9C%D7%95%D7%99_%D7%95%D7%95%D7%90%D7%96%D7%A0%D7%A8_%D7%A2%D7%9C_%D7%9C%D7%99%D7%9E%D7%95%D7%93_%D7%94%D7%9C%D7%9B%D7%94_%D7%99%D7%95%D7%9E%D7%99%D7%AA.JPG,,cc_by_sa,CC-BY-SA-3.0,true,true,true,true,Wikimedia Commons file page; license: CC BY-SA 3.0.,https://creativecommons.org/licenses/by-sa/3.0/,primary_page_checked,2026-05-23,1986,he,letter,Shmuel Halevi Wosner,yes,,api,Wikimedia Commons API download.,,,1
commons__wosner_support_letter_1990,item,verified,seed,Wikimedia Commons,Rabbi Shmuel Halevi Wosner support letter for the national Mishnah competition,"Handwritten Hebrew letter of support from Rabbi Shmuel Halevi Wosner for the national Mishnah competition chairman Rabbi Shlomo Shtenzel, 1990-06-14.",https://commons.wikimedia.org/wiki/File:%D7%9E%D7%9B%D7%AA%D7%91_%D7%AA%D7%9E%D7%99%D7%9B%D7%94_%D7%A9%D7%9C_%D7%94%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%9C%D7%95%D7%99_%D7%95%D7%95%D7%90%D7%96%D7%A0%D7%A8_%D7%9C%D7%99%D7%95%22%D7%A8_%D7%94%D7%97%D7%99%D7%93%D7%95%D7%9F_%D7%94%D7%90%D7%A8%D7%A6%D7%99_%D7%A9%D7%9C_%D7%97%D7%AA%D7%9E_%D7%94%D7%9E%D7%A9%D7%A0%D7%94_%D7%94%D7%A8%D7%91_%D7%A9%D7%9C%D7%9E%D7%94_%D7%A9%D7%98%D7%A0%D7%A6%D7%9C.pdf,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/%D7%9E%D7%9B%D7%AA%D7%91_%D7%AA%D7%9E%D7%99%D7%9B%D7%94_%D7%A9%D7%9C_%D7%94%D7%A8%D7%91_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%94%D7%9C%D7%95%D7%99_%D7%95%D7%95%D7%90%D7%96%D7%A0%D7%A8_%D7%9C%D7%99%D7%95%22%D7%A8_%D7%94%D7%97%D7%99%D7%93%D7%95%D7%9F_%D7%94%D7%90%D7%A8%D7%A6%D7%99_%D7%A9%D7%9C_%D7%97%D7%AA%D7%9F_%D7%94%D7%9E%D7%A9%D7%A0%D7%94_%D7%94%D7%A8%D7%91_%D7%A9%D7%9C%D7%9E%D7%94_%D7%A9%D7%98%D7%A0%D7%A6%D7%9C.pdf,,cc_by_sa,CC-BY-SA-3.0,true,true,true,true,Wikimedia Commons file page; license: CC BY-SA 3.0.,https://creativecommons.org/licenses/by-sa/3.0/,primary_page_checked,2026-05-23,1990,he,letter,Shmuel Halevi Wosner,yes,,api,Wikimedia Commons API download.,,,1
commons__zalman_stern_cod_hebr_120,item,rejected,medium,Wikimedia Commons,"Vienna Cod. Hebr. 120, fol. 12a — 14th-century manuscript with 1849 ownership inscription (CC-BY-SA photo)","Tight crop of the upper portion of fol. 12a of Vienna Cod. Hebr. 120 (Österreichische Nationalbibliothek), a 14th-century Hebrew manuscript with a 19th-century ownership inscription by Zalman Stern (1849). Underlying manuscript is public domain; the Commons photograph is licensed CC-BY-SA 4.0.",https://commons.wikimedia.org/wiki/File:Cod._Hebr._120_-_Zalman_Stern_1849_---_12a.jpg,https://commons.wikimedia.org/wiki/File:Cod._Hebr._120_-_Zalman_Stern_1849_---_12a.jpg,,,,cc_by_sa,CC-BY-SA-4.0,true,true,true,true,This file is licensed under the Creative Commons Attribution-Share Alike 4.0 International license.,https://creativecommons.org/licenses/by-sa/4.0/,primary_page_checked,2026-05-11,14th century,he,notebook,Unknown 14th-century scribe; Zalman Stern,yes,1,manual_download,"Downloaded the original file from upload.wikimedia.org with a descriptive User-Agent and ~2s spacing between requests, per the Commons etiquette in AGENTS.md.",License-template text on the Commons file page checked on 2026-05-11 and quoted verbatim in rights.evidence_text.,,2
figshare__tau_modern_hebrew_baseline,dataset,rejected,exclude,Figshare / Tel Aviv University,Modern Hebrew Baseline Dataset,Modern Hebrew handwriting dataset from 18 contemporary individuals used as an algorithmic baseline for ostraca research.,https://doi.org/10.6084/m9.figshare.11423352.v1,https://figshare.com/articles/dataset/Modern_Hebrew_dataset/11423352,,https://ndownloader.figshare.com/files/20364123,,cc_by,CC-BY-4.0,true,true,true,true,"Figshare dataset page lists CC BY 4.0 (confirmed via Figshare API: license.name='CC BY 4.0', license.url='https://creativecommons.org/licenses/by/4.0/'). However, all 3,960 images are individual character-level crops (45x45 to 438x438 pixels per letter), not full-page handwriting scans. The current entry schema requires page-level scan units; character crops do not fit the data model.",https://creativecommons.org/licenses/by/4.0/,primary_page_checked,2026-05-15,modern,he,form; other,,yes,3960,dataset_download,"Verify Figshare license and whether scans are full pages, lines, or other image units.",CC-BY-4.0 verified. Dataset is 18-writer Hebrew alphabet character recognition dataset (TAU Modern Hebrew Baseline). Zip contains Writer_N/Alphabet/NN_LetterName/*.bmp files. Useful for character-level OCR training but not page-level HTR. No entries created; status set to needs_review pending schema decision.,"Out of scope for page-level HTR dataset: all 3,960 images are individual Hebrew character crops (45x45 to 438x438 px), not full-page or page-fragment handwriting scans. Dataset is a character-recognition benchmark (18 writers x 22 letters x ~10 samples). Recommended as a source for character-level datasets such as HeOCR/hletterscript.",2
github__hebhtr,dataset,rejected,exclude,GitHub (various contributors),HebHTR — GitHub Hebrew HTR Dataset,Hebrew handwriting recognition dataset on GitHub. No clear permissive license on training data images.,https://github.com/YontiLevin/HebHTR,,,,,unknown,,,,,,No clear permissive license on the training image data (code license does not cover data). Source: docs/sources/chatgpt_summary_2.md.,,source_note_only,,modern,he,form; other,,yes,,unknown,,Excluded: code repo license does not extend to training data images. Rights on underlying images unverified.,unclear_license,1
harvard__judaica_hollis_archival_discovery,collection,candidate,medium,Harvard Library,Harvard Judaica HOLLIS Archival Discovery,Large finding-aid and image corpus lead for public-domain Judaica personal papers and ephemera.,https://library.harvard.edu/services-tools/hollis-archival-discovery,https://library.harvard.edu/collections/judaica-digital-collection,,,https://library.harvard.edu/services-tools/harvard-library-public-domain-corpus,mixed,,,,,,"Seed notes say public-domain materials are freely available and metadata is CC0, but item-level scan rights must be checked.",,source_note_only,,1930-1955,he; yi; en; de,letter; diary; notebook; other,,unknown,,unknown,Use finding aids to locate item-level scans; add concrete item rows before harvesting.,"Potentially high volume, but less direct than NLI seeds.",,2
hhd__age_kaggle,dataset,rejected,exclude,Kaggle / HHD,HHD_age,Hebrew Handwritten Dataset age subset; useful reference but not compatible with remix-friendly corpus goals.,https://www.kaggle.com/datasets/liorabergel/hhd-age,,,,,restricted,CC-BY-NC-SA-4.0,false,,,true,Seed notes report non-commercial/share-alike terms and research-purpose restrictions.,,source_note_only,,modern,he,form,,yes,850,dataset_download,Do not include in remix-friendly release bundles unless relicensed.,May remain as a negative/restricted source record for search completeness.,Non-commercial restriction conflicts with downstream remix and commercial use.,2
hhd__gender_zenodo,dataset,rejected,exclude,Zenodo / HHD,HHD_gender,Hebrew Handwritten Dataset gender subset; source notes identify research-only or non-commercial restrictions.,https://zenodo.org/records/4729908,,,,,restricted,,false,,,,Seed notes report non-commercial academic/research-only constraints.,,source_note_only,,modern,he,form,,yes,819,dataset_download,Do not include in remix-friendly release bundles unless relicensed.,Keep as excluded lead to prevent accidental ingestion.,Research-only or non-commercial use conflicts with dataset goals.,1
hhd__v0_tc11,dataset,rejected,exclude,TC11 / HHD,HHD_v0 isolated characters,Isolated Hebrew character dataset; licensing notes include no-derivatives or conflicting terms.,https://tc11.cvc.uab.es/datasets/HHD_v0_1,https://huggingface.co/datasets/sivan22/hebrew-handwritten-dataset,,,,restricted,CC-BY-ND-3.0,,false,,true,Seed notes report CC BY-ND 3.0 / conflicting mirrors; no-derivatives conflicts with substantial transformation.,,source_note_only,,modern,he,form; other,,yes,,dataset_download,Do not include in remix-friendly release bundles unless primary authors grant compatible terms.,"Useful only as external reference for HTR, not as corpus content.",No-derivatives/conflicting license terms conflict with dataset goals.,2
huggingface__sivan22_hebrew_handwritten,dataset,candidate,low,HuggingFace / sivan22,sivan22/hebrew-handwritten-dataset (HuggingFace),"Modern isolated handwritten Hebrew characters: 5,093 rows, train/test split, 28 classes (22 base letters + final forms). Licensed CC BY 3.0.",https://huggingface.co/datasets/sivan22/hebrew-handwritten-dataset,,,,,cc_by,CC-BY-3.0,,,,,Dataset card on HuggingFace states CC BY 3.0. Note: tc11__hhd_v0 has conflicting CC BY-ND 3.0 label — these may share origin. Source: docs/sources/chatgpt_summary_2.md.,,source_note_only,,modern,he,form; other,,yes,5093,dataset_download,HuggingFace datasets API or direct download.,"Character-level crops only, not page scans. License is CC BY 3.0 — note the project's AGENTS.md accepted list includes CC-BY-4.0 but not explicitly CC-BY-3.0; policy review needed before ingesting. Cross-check against tc11__hhd_v0 (rejected, CC BY-ND 3.0) — may share origin.",,2
jabotinsky__zeev_jabotinsky_archive,collection,rejected,exclude,Jabotinsky Institute Archive,Ze'ev Jabotinsky handwritten archive items,"Archive leads for handwritten notes and drafts by Ze'ev Jabotinsky, including Hebrew Accent and Population Exchange notes.",https://en.jabotinsky.org/archive/search-archive/item/?itemId=115024,https://en.jabotinsky.org/archive/catalog-of-files/?section=A&arc=9704&page=78,,,https://en.jabotinsky.org/archive/search-archive/item/?itemId=115421,restricted,,false,false,false,,"Terms of Use (en.jabotinsky.org/about-us/terms-of-use/, verified 2026-05-23): content restricted to personal/educational/non-commercial use only; commercial publication and exploitation explicitly prohibited; no modifications permitted; commercial use requires prior written permission and possible usage fee. ML/HTR dataset use is out of scope.",https://en.jabotinsky.org/about-us/terms-of-use/,primary_page_checked,2026-05-23,1930-1939,he; yi; de,draft; speech; letter; other,Ze'ev Jabotinsky,mixed,,manual_download,Verify downloadable PDFs and terms before copying scans into repo.,1928 speech notes are out of post-1929 scope but may inform handwriting style; do not include as entry unless scope changes.,rights_restriction,2
leipzig__hebrew_manuscripts,collection,candidate,medium,Leipzig University Library,Leipzig University Library — Hebrew Manuscripts,~68 Hebrew manuscripts released under Public Domain Mark. Accessible via Manuscripta Mediaevalia portal.,https://www.manuscripta-mediaevalia.de/,https://www.ub.uni-leipzig.de/en/research-library/digital-collections/hebrew-manuscripts,,,,public_domain,PDM-1.0,,,,,Digital images released under PDM per ChatGPT survey. Source: docs/sources/chatgpt_summary_2.md.,,source_note_only,,medieval-modern,he; ar; other,manuscript; codex; other,,yes,68,manual_download,"Leipzig direct page gives rights status (Public Domain). Access is also via Ktiv/NLI aggregator. ~68 complete book manuscripts, 2 scrolls, and fragments — feasible as a manual batch.",Modest count (~68) makes this feasible as a manual batch. Verify per-item PDM status before ingesting.,,2
loc__2018757642,item,verified,seed,Library of Congress,Hadashim li-Vekarim,LoC Hebraic Manuscript — 18-19th century.,https://www.loc.gov/item/2018757642/,https://www.loc.gov/item/2018757642/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1700,he,poem,,yes,47,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757701,item,verified,seed,Library of Congress,Article on Nahman of Bratslav,LoC Hebraic Manuscript — 1889.,https://www.loc.gov/item/2018757701/,https://www.loc.gov/item/2018757701/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1889,he,other,,yes,28,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757719,item,verified,seed,Library of Congress,She'elat ha-Yehudim,LoC Hebraic Manuscript — approximately 1893.,https://www.loc.gov/item/2018757719/,https://www.loc.gov/item/2018757719/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1893,he,other,,yes,155,manual_download,Downloaded via Library of Congress JSON API.,,,1
loc__2018757724,item,verified,seed,Library of Congress,Divrei Mordecai,LoC Hebraic Manuscript — 18-19th century.,https://www.loc.gov/item/2018757724/,https://www.loc.gov/item/2018757724/,,,,public_domain,PDM-1.0,true,true,true,false,"The contents of Hebraic Manuscripts at the Library of Congress are in the public domain or have no known copyright restrictions and are free to use and reuse.
Credit Line: Library of Congress, African and Middle East Division, Hebraic Section Manuscript Collection 
More about Copyright and other Restrictions
For guidance about compiling full citations consult Citing Primary Sources.",,primary_page_checked,2026-05-25,1700,he,letter,,yes,132,manual_download,Downloaded via Library of Congress JSON API.,,,1
